CNIS/NSF,type,libellé principal,libellé complémentaire,durée,tutelle,niveau RNCP,lien site onisep.fr
326,Licence professionnelle,Sciences technologies santé,mention métiers de l'informatique : conduite de projets,1 an,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau II : niveau bac + 3 ou bac + 4,http://www.onisep.fr/http/redirection/formation/identifiant/31160
326,Licence professionnelle,Sciences technologies santé,mention métiers de l'informatique : applications web,1 an,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau II : niveau bac + 3 ou bac + 4,http://www.onisep.fr/http/redirection/formation/identifiant/31161
326,Licence professionnelle,Sciences technologies santé,Métiers de l'informatique : systèmes d'information et gestion des bases de données,1 an,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau II : niveau bac + 3 ou bac + 4,http://www.onisep.fr/http/redirection/formation/identifiant/31162
200,Licence professionnelle,Sciences technologies santé,mention métiers de l'instrumentation de la mesure et du contrôle qualité,1 an,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau II : niveau bac + 3 ou bac + 4,http://www.onisep.fr/http/redirection/formation/identifiant/31163
326,Licence professionnelle,Sciences technologies santé,mention métiers des réseaux informatiques et télécommunications,1 an,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau II : niveau bac + 3 ou bac + 4,http://www.onisep.fr/http/redirection/formation/identifiant/31164
213,Licence professionnelle,Sciences technologies santé,mention métiers des ressources naturelles et de la forêt,1 an,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau II : niveau bac + 3 ou bac + 4,http://www.onisep.fr/http/redirection/formation/identifiant/31165
232,Licence professionnelle,Sciences technologies santé,mention métiers du BTP : bâtiment et construction,1 an,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau II : niveau bac + 3 ou bac + 4,http://www.onisep.fr/http/redirection/formation/identifiant/31167
232,Licence professionnelle,Sciences technologies santé,mention métiers du BTP : génie civil et construction,1 an,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau II : niveau bac + 3 ou bac + 4,http://www.onisep.fr/http/redirection/formation/identifiant/31168
233,Licence professionnelle,Sciences technologies santé,mention métiers du BTP : performance énergétique et environnementale des bâtiments,1 an,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau II : niveau bac + 3 ou bac + 4,http://www.onisep.fr/http/redirection/formation/identifiant/31169
230,Licence professionnelle,Sciences technologies santé,mention métiers du BTP : travaux publics,1 an,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau II : niveau bac + 3 ou bac + 4,http://www.onisep.fr/http/redirection/formation/identifiant/31170
323,Licence professionnelle,Sciences technologies santé,mention métiers du jeu vidéo,1 an,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau II : niveau bac + 3 ou bac + 4,http://www.onisep.fr/http/redirection/formation/identifiant/31171
326,Licence professionnelle,Sciences technologies santé,mention métiers du numérique : conception rédaction et réalisation web,1 an,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau II : niveau bac + 3 ou bac + 4,http://www.onisep.fr/http/redirection/formation/identifiant/31172
331,Licence professionnelle,Sciences technologies santé,mention optique professionnelle,1 an,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau II : niveau bac + 3 ou bac + 4,http://www.onisep.fr/http/redirection/formation/identifiant/31174
212,Licence professionnelle,Sciences technologies santé,mention productions animales,1 an,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau II : niveau bac + 3 ou bac + 4,http://www.onisep.fr/http/redirection/formation/identifiant/31175
211,Licence professionnelle,Sciences technologies santé,mention productions végétales,1 an,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau II : niveau bac + 3 ou bac + 4,http://www.onisep.fr/http/redirection/formation/identifiant/31176
